250,4,80,64
293,4,80,13
297,4,80,16
297,4,80,8
312,4,80,24
312,4,80,11
312,4,80,7
324,4,80,45
324,4,80,15
324,4,80,13
327,4,80,8
327,4,80,7
332,4,80,63
333,4,80,8
334,4,80,9
342,4,80,10
343,4,80,31
363,4,80,17
367,4,80,32
367,4,80,9
367,4,80,7
378,4,80,16
390,4,80,13
390,4,80,13
453,4,80,13
456,4,80,27
464,4,80,21
464,4,80,15
464,4,80,9
464,4,80,7
467,4,80,21
467,4,80,15
469,4,80,19
472,4,80,13
476,4,80,7
477,4,80,8
482,4,80,40
484,4,80,8
498,4,80,15
499,4,80,41
499,4,80,14
506,4,80,21
508,4,80,7
513,4,80,11
520,4,80,31
520,4,80,16
540,4,80,8
541,4,80,18
541,4,80,13
541,4,80,7
541,4,80,7
557,4,80,12
560,4,80,11
577,4,80,11
579,4,80,16
583,4,80,16
583,4,80,8
584,4,80,11
592,4,80,11
602,4,80,7
611,4,80,8
612,4,80,30
628,4,80,11
628,4,80,7
640,4,80,7
642,4,80,23
654,4,80,9
660,4,80,33
669,4,80,24
670,4,80,20
674,4,80,17
674,4,80,12
682,4,80,35
691,4,80,12
704,4,80,24
706,4,80,10
719,4,80,26
724,4,80,17
729,4,80,12
732,4,80,10
734,4,80,32
744,4,80,11
746,4,80,9
752,4,80,10
759,4,80,12
760,4,80,49
760,4,80,19
762,4,80,13
762,4,80,12
762,4,80,8
763,4,80,11
768,4,80,8
769,4,80,9
770,4,80,17
778,4,80,16
778,4,80,8
781,4,80,12
788,4,80,32
791,4,80,13
793,4,80,8
794,4,80,15
796,4,80,15
799,4,80,16
800,4,80,12
800,4,80,11
803,4,80,13
808,4,80,11
808,4,80,10
809,4,80,35
815,4,80,23
819,4,80,11
820,4,80,13
824,4,80,11
924,4,80,29
924,4,80,25
